Value of v is: (0.367, 0.254)
(-1.3362321, 0.043796122)
(-1.3251022, 0.041849136)
(-1.325513, 0.044971645)
(-1.3218778, 0.0481257)
(-1.3222886, 0.051248208)
(-1.3145677, -0.013884274)
(-1.3149785, -0.010761768)
(-1.3113433, -0.0076077096)
(-1.3117541, -0.004485203)
(-1.3006243, -0.0064321905)
(-1.301035, -0.003309684)
(-1.2973999, -1.556254E-4)
(-1.2978107, 0.0029668808)
(-1.2793773, -0.017934045)
(-1.2797881, -0.014811539)
(-1.276153, -0.011657482)
(-1.2765638, -0.008534975)
(-1.2654339, -0.010481963)
(-1.2658447, -0.0073594563)
(-1.2622095, -0.0042053983)
(-1.2626203, -0.0010828918)
(-1.3310336, -0.13404511)
(-1.3314444, -0.1309226)
(-1.3278092, -0.12776853)
(-1.32822, -0.12464602)
(-1.3170902, -0.12659302)
(-1.317501, -0.123470515)
(-1.3138658, -0.12031646)
(-1.3142766, -0.11719395)
(-1.2958432, -0.13809489)
(-1.296254, -0.13497238)
(-1.2926189, -0.13181831)
(-1.2930297, -0.1286958)
(-1.2818998, -0.13064282)
(-1.2823106, -0.12752031)
(-1.2786754, -0.124366246)
(-1.2790862, -0.12124374)
(-1.2713653, -0.1863762)
(-1.2717761, -0.18325369)
(-1.2681409, -0.18009962)
(-1.2685517, -0.17697711)
(-1.2574219, -0.17892413)
(-1.2578326, -0.17580162)
(-1.2541975, -0.17264755)
(-1.2546083, -0.16952504)
(-1.236175, -0.19042598)
(-1.2365857, -0.18730347)
(-1.2329506, -0.1841494)
(-1.2333614, -0.18102689)
(-1.2222315, -0.1829739)
(-1.2226423, -0.1798514)
(-1.2190071, -0.17669733)
(-1.2194179, -0.17357482)
(-1.514582, -0.33442518)
(-1.5149928, -0.33130267)
(-1.5113577, -0.32814863)
(-1.5117685, -0.32502612)
(-1.5006386, -0.3269731)
(-1.5010494, -0.3238506)
(-1.4974142, -0.32069656)
(-1.497825, -0.31757405)
(-1.4793917, -0.33847496)
(-1.4798025, -0.33535245)
(-1.4761673, -0.3321984)
(-1.4765781, -0.3290759)
(-1.4654483, -0.3310229)
(-1.465859, -0.32790038)
(-1.4622239, -0.32474634)
(-1.4626347, -0.32162383)
(-1.4549137, -0.38675627)
(-1.4553245, -0.38363376)
(-1.4516894, -0.38047972)
(-1.4521002, -0.3773572)
(-1.4409703, -0.3793042)
(-1.4413811, -0.3761817)
(-1.4377459, -0.37302765)
(-1.4381567, -0.36990514)
(-1.4197234, -0.39080605)
(-1.4201342, -0.38768354)
(-1.416499, -0.3845295)
(-1.4169098, -0.381407)
(-1.40578, -0.38335398)
(-1.4061908, -0.38023147)
(-1.4025556, -0.37707743)
(-1.4029664, -0.37395492)
(-1.4713796, -0.5069171)
(-1.4717904, -0.50379467)
(-1.4681553, -0.5006406)
(-1.4685661, -0.49751806)
(-1.4574362, -0.49946502)
(-1.457847, -0.4963425)
(-1.4542118, -0.49318847)
(-1.4546226, -0.49006596)
(-1.4361893, -0.5109669)
(-1.4366001, -0.50784445)
(-1.4329649, -0.5046903)
(-1.4333757, -0.50156784)
(-1.4222459, -0.50351477)
(-1.4226567, -0.5003923)
(-1.4190215, -0.49723825)
(-1.4194323, -0.49411574)
(-1.4117113, -0.5592482)
(-1.4121221, -0.55612576)
(-1.408487, -0.5529716)
(-1.4088978, -0.54984915)
(-1.3977679, -0.5517961)
(-1.3981787, -0.5486736)
(-1.3945435, -0.5455195)
(-1.3949543, -0.542397)
(-1.376521, -0.563298)
(-1.3769318, -0.56017554)
(-1.3732966, -0.5570214)
(-1.3737074, -0.55389893)
(-1.3625776, -0.55584586)
(-1.3629884, -0.5527234)
(-1.3593532, -0.54956925)
(-1.359764, -0.5464468)
