Value of v is: (0.367, 0.254)
(0.6022322, -0.5517961)
(0.6018213, -0.5486736)
(0.6054567, -0.5455195)
(0.6050458, -0.542397)
(0.623479, -0.563298)
(0.6230681, -0.56017554)
(0.6267035, -0.5570214)
(0.6262926, -0.55389893)
(0.63742256, -0.55584586)
(0.63701165, -0.5527234)
(0.64064705, -0.54956925)
(0.64023614, -0.5464468)
(-0.64023614, 0.5464468)
(-0.64064705, 0.54956925)
(-0.63701165, 0.5527234)
(-0.63742256, 0.55584586)
(-0.6262926, 0.55389893)
(-0.6267035, 0.5570214)
(-0.6230681, 0.56017554)
(-0.623479, 0.563298)
(-0.6050458, 0.542397)
(-0.6054567, 0.5455195)
(-0.6018213, 0.5486736)
(-0.6022322, 0.5517961)
(-0.59110224, 0.54984915)
(-0.59151316, 0.5529716)
(-0.58787775, 0.55612576)
(-0.58828866, 0.5592482)
(-0.58056784, 0.49411574)
(-0.58097875, 0.49723825)
(-0.57734334, 0.5003923)
(-0.57775426, 0.50351477)
(-0.5666243, 0.50156784)
(-0.5670352, 0.5046903)
(-0.5633998, 0.50784445)
(-0.5638107, 0.5109669)
(-0.5453775, 0.49006596)
(-0.5457884, 0.49318847)
(-0.542153, 0.4963425)
(-0.5425639, 0.49946502)
(-0.53143394, 0.49751806)
(-0.53184485, 0.5006406)
(-0.52820945, 0.50379467)
(-0.52862036, 0.5069171)
(-0.5970336, 0.37395492)
(-0.59744453, 0.37707743)
(-0.5938091, 0.38023147)
(-0.59422004, 0.38335398)
(-0.58309007, 0.381407)
(-0.583501, 0.3845295)
(-0.5798656, 0.38768354)
(-0.5802765, 0.39080605)
(-0.5618433, 0.36990514)
(-0.5622542, 0.37302765)
(-0.5586188, 0.3761817)
(-0.5590297, 0.3793042)
(-0.5478997, 0.3773572)
(-0.54831064, 0.38047972)
(-0.54467523, 0.38363376)
(-0.54508615, 0.38675627)
(-0.5373653, 0.32162383)
(-0.53777623, 0.32474634)
(-0.5341408, 0.32790038)
(-0.53455174, 0.3310229)
(-0.52342176, 0.3290759)
(-0.5238327, 0.3321984)
(-0.5201973, 0.33535245)
(-0.5206082, 0.33847496)
(-0.502175, 0.31757405)
(-0.5025859, 0.32069656)
(-0.49895054, 0.3238506)
(-0.4993614, 0.3269731)
(-0.48823145, 0.32502612)
(-0.4886423, 0.32814863)
(-0.48500702, 0.33130267)
(-0.48541787, 0.33442518)
(-0.7805822, 0.17357482)
(-0.7809931, 0.17669733)
(-0.7773577, 0.1798514)
(-0.7777686, 0.1829739)
(-0.76663864, 0.18102689)
(-0.76704955, 0.1841494)
(-0.76341414, 0.18730347)
(-0.76382506, 0.19042598)
(-0.74539185, 0.16952504)
(-0.74580276, 0.17264755)
(-0.74216735, 0.17580162)
(-0.74257827, 0.17892413)
(-0.7314483, 0.17697711)
(-0.7318592, 0.18009962)
(-0.7282238, 0.18325369)
(-0.7286347, 0.1863762)
(-0.7209139, 0.12124374)
(-0.7213248, 0.124366246)
(-0.7176894, 0.12752031)
(-0.7181003, 0.13064282)
(-0.70697033, 0.1286958)
(-0.70738125, 0.13181831)
(-0.70374584, 0.13497238)
(-0.70415676, 0.13809489)
(-0.68572354, 0.11719395)
(-0.68613446, 0.12031646)
(-0.68249905, 0.123470515)
(-0.68290997, 0.12659302)
(-0.67178, 0.12464602)
(-0.6721909, 0.12776853)
(-0.6685555, 0.1309226)
(-0.6689664, 0.13404511)
(-0.73737967, 0.0010828918)
(-0.7377906, 0.0042053983)
(-0.7341552, 0.0073594563)
(-0.7345661, 0.010481963)
(-0.7234361, 0.008534975)
(-0.72384703, 0.011657482)
(-0.7202116, 0.014811539)
(-0.72062254, 0.017934045)
(-0.7021893, -0.0029668808)
(-0.70260024, 1.556254E-4)
(-0.69896483, 0.003309684)
(-0.69937575, 0.0064321905)
(-0.6882458, 0.004485203)
(-0.6886567, 0.0076077096)
(-0.6850213, 0.010761768)
(-0.6854322, 0.013884274)
(-0.67771137, -0.051248208)
(-0.6781223, -0.0481257)
(-0.6744869, -0.044971645)
(-0.6748978, -0.041849136)
(-0.6637678, -0.043796122)
(-0.6641787, -0.040673614)
(-0.6605433, -0.03751956)
(-0.66095424, -0.03439705)
(-0.642521, -0.05529798)
(-0.64293194, -0.05217547)
(-0.63929653, -0.049021415)
(-0.63970745, -0.045898907)
(-0.6285775, -0.047845893)
(-0.6289884, -0.044723384)
(-0.625353, -0.04156933)
(-0.6257639, -0.03844682)
(-1.374236, 0.03844682)
(-1.3746468, 0.04156933)
(-1.3710116, 0.044723384)
(-1.3714224, 0.047845893)
(-1.3602926, 0.045898907)
(-1.3607033, 0.049021415)
(-1.3570682, 0.05217547)
(-1.357479, 0.05529798)
(-1.3390456, 0.03439705)
(-1.3394564, 0.03751956)
(-1.3358213, 0.040673614)
